has_category_id,tweet_id,category_id
105406,9307,570
105405,9307,578
105409,9308,570
105407,9308,563
105408,9308,568
105411,9309,568
105412,9309,570
105410,9309,563
105414,9310,568
105413,9310,573
105416,9310,570
105415,9310,578
105420,9311,570
105418,9311,568
105419,9311,578
105417,9311,581
105422,9312,568
105423,9312,578
105421,9312,563
105424,9312,565
105425,9312,570
105427,9313,577
105426,9313,565
105429,9314,578
105431,9314,570
105430,9314,565
105428,9314,573
105434,9315,578
105432,9315,573
105435,9315,570
105433,9315,572
105437,9316,577
105436,9316,565
105440,9317,578
105442,9317,570
105441,9317,565
105439,9317,568
105438,9317,573
105447,9318,570
105444,9318,568
105446,9318,565
105445,9318,578
105443,9318,573
105450,9319,570
105448,9319,563
105449,9319,568
105453,9320,568
105452,9320,581
105454,9320,570
105451,9320,573
105456,9321,568
105455,9321,563
105457,9321,570
105458,9322,563
105459,9322,568
105460,9322,570
105463,9323,570
105461,9323,563
105462,9323,568
105465,9324,568
105466,9324,570
105464,9324,563
105469,9325,578
105471,9325,570
105468,9325,568
105467,9325,573
105470,9325,565
105472,9326,565
105473,9326,577
105476,9327,565
105474,9327,573
105477,9327,570
105475,9327,568
105480,9328,578
105481,9328,570
105479,9328,568
105478,9328,563
105482,9329,563
105483,9329,565
105484,9329,570
105486,9330,568
105485,9330,563
105487,9330,570
105491,9331,565
105489,9331,573
105490,9331,578
105492,9331,570
105488,9331,560
105494,9332,568
105493,9332,563
105495,9332,570
105497,9333,568
105498,9333,578
105499,9333,570
105496,9333,573
105500,9334,577
105503,9335,565
105501,9335,573
105502,9335,568
105504,9335,570
105505,9336,563
105506,9336,574
105507,9337,563
105510,9337,570
105509,9337,579
105508,9337,568
105511,9338,563
105512,9338,579
105516,9339,570
105513,9339,563
105514,9339,568
105515,9339,579
105519,9340,578
105517,9340,563
105518,9340,579
105520,9341,563
105521,9341,572
105522,9342,577
105525,9343,579
105524,9343,568
105523,9343,563
105526,9343,570
105529,9344,568
105528,9344,572
105527,9344,563
105530,9345,568
105531,9345,571
105532,9346,563
105535,9346,570
105534,9346,579
105533,9346,568
105537,9347,572
105538,9347,570
105536,9347,563
105539,9348,577
105540,9349,563
105541,9349,568
105542,9349,570
105543,9350,562
105544,9351,577
105546,9352,572
105547,9352,578
105545,9352,563
105549,9353,568
105548,9353,572
105550,9354,562
105552,9355,579
105553,9355,570
105551,9355,563
105557,9356,570
105556,9356,568
105558,9356,566
105555,9356,572
105554,9356,563
105559,9357,572
105560,9357,568
105563,9358,570
105561,9358,572
105562,9358,568
105564,9359,572
105565,9360,577
105566,9361,562
105567,9362,577
105571,9363,566
105570,9363,570
105569,9363,579
105568,9363,563
105572,9364,572
105573,9364,568
105574,9365,577
105576,9366,568
105577,9366,570
105575,9366,563
105578,9367,558
105580,9367,568
105579,9367,563
105581,9367,579
105584,9368,568
105582,9368,563
105585,9368,570
105583,9368,572
105587,9369,572
105589,9369,570
105586,9369,563
105588,9369,568
105590,9370,562
105591,9371,577
105593,9372,568
105595,9372,570
105592,9372,563
105594,9372,579
105596,9373,579
105597,9373,570
105600,9374,566
105599,9374,579
105598,9374,563
105603,9375,579
105602,9375,568
105601,9375,572
105604,9375,577
105605,9376,563
105606,9376,572
105607,9376,568
105608,9377,574
105610,9378,579
105611,9378,570
105609,9378,563
105613,9379,579
105614,9379,570
105612,9379,563
105616,9380,579
105615,9380,563
105618,9381,568
105617,9381,572
105619,9382,562
105620,9383,563
105621,9383,572
105622,9384,563
105623,9384,579
105624,9384,567
105625,9385,558
105626,9385,574
105630,9386,570
105627,9386,563
105629,9386,568
105628,9386,572
105633,9387,574
105632,9387,572
105631,9387,563
105634,9388,563
105636,9388,579
105635,9388,568
105637,9388,566
105639,9389,572
105640,9389,568
105638,9389,563
105641,9389,570
105642,9390,571
105643,9391,577
105644,9392,577
105646,9393,572
105645,9393,563
105647,9393,568
105648,9393,570
105649,9394,577
105653,9395,565
105652,9395,579
105650,9395,563
105651,9395,572
105654,9396,577
105657,9397,568
105659,9397,567
105658,9397,579
105656,9397,572
105655,9397,563
105660,9398,562
105661,9399,562
105662,9400,573
105664,9400,568
105665,9400,579
105663,9400,572
105666,9401,577
105668,9402,572
105669,9402,568
105670,9402,570
105667,9402,563
105671,9403,577
105674,9404,581
105672,9404,563
105673,9404,572
105675,9404,574
105676,9405,562
105677,9406,572
105680,9407,570
105681,9407,566
105678,9407,563
105679,9407,579
105682,9408,562
105686,9409,566
105684,9409,568
105685,9409,579
105683,9409,563
105687,9410,563
105690,9410,570
105688,9410,568
105689,9410,579
105693,9411,568
105692,9411,572
105691,9411,563
105694,9411,570
105695,9412,563
105697,9412,568
105698,9412,579
105696,9412,572
105699,9413,577
105700,9414,573
105701,9414,571
105702,9415,563
105703,9415,579
105704,9415,570
105705,9416,563
105706,9416,579
105707,9417,563
105708,9417,579
105711,9418,570
105709,9418,563
105710,9418,568
105712,9419,562
105713,9420,562
105716,9421,570
105715,9421,568
105714,9421,563
105718,9422,572
105717,9422,563
105720,9423,572
105719,9423,560
105721,9424,562
105722,9425,563
105723,9425,564
105724,9426,562
105727,9427,579
105725,9427,563
105726,9427,568
105728,9428,562
105731,9429,570
105729,9429,563
105730,9429,572
105733,9430,568
105732,9430,563
105734,9430,579
105735,9431,577
105737,9432,563
105736,9432,569
105739,9433,571
105738,9433,563
105740,9434,563
105741,9434,572
105743,9434,570
105742,9434,568
105744,9435,563
105746,9435,568
105747,9435,579
105745,9435,572
105748,9435,570
105749,9436,562
105752,9437,568
105750,9437,563
105751,9437,572
105754,9438,579
105755,9438,566
105753,9438,563
105756,9439,571
105758,9440,571
105757,9440,572
105760,9441,579
105759,9441,563
105763,9442,567
105761,9442,563
105762,9442,572
105766,9443,574
105765,9443,581
105764,9443,563
105767,9444,563
105768,9444,572
105770,9445,572
105769,9445,563
105771,9445,568
105772,9446,577
105775,9447,578
105774,9447,564
105773,9447,573
105776,9448,564
105777,9449,577
105778,9450,571
105779,9451,562
105782,9452,568
105780,9452,563
105783,9452,579
105781,9452,572
105784,9453,577
105785,9454,560
105788,9455,568
105787,9455,572
105789,9455,579
105786,9455,563
105790,9456,563
105794,9456,570
105791,9456,572
105793,9456,579
105792,9456,568
105795,9457,563
105796,9457,579
105797,9457,570
105799,9458,572
105800,9458,568
105798,9458,563
105803,9458,567
105801,9458,577
105802,9458,570
105804,9459,563
105805,9459,579
105806,9459,570
105807,9460,568
105808,9460,577
105809,9461,577
105811,9462,572
105810,9462,573
105813,9462,564
105812,9462,568
105815,9463,572
105814,9463,573
105816,9463,568
105817,9464,563
105818,9464,572
105819,9464,568
105820,9464,579
105823,9465,581
105824,9465,568
105821,9465,563
105825,9465,579
105822,9465,572
105829,9466,577
105827,9466,572
105828,9466,568
105826,9466,573
105831,9467,576
105830,9467,563
105832,9468,577
105833,9469,572
105834,9469,581
105837,9470,570
105836,9470,579
105835,9470,563
105839,9471,572
105841,9471,574
105838,9471,563
105840,9471,568
105844,9472,572
105845,9472,568
105847,9472,570
105842,9472,558
105848,9472,566
105846,9472,579
105843,9472,563
105849,9473,563
105850,9473,579
105851,9473,565
105852,9474,562
105857,9475,567
105855,9475,568
105854,9475,572
105853,9475,563
105856,9475,570
105860,9476,570
105859,9476,572
105858,9476,563
105861,9477,571
105864,9478,568
105862,9478,573
105863,9478,572
105866,9479,572
105865,9479,563
105867,9479,570
105868,9480,563
105869,9480,572
105873,9481,578
105871,9481,572
105870,9481,563
105872,9481,581
105874,9482,563
105875,9482,579
105879,9483,568
105878,9483,581
105876,9483,573
105877,9483,572
105880,9484,562
105881,9485,563
105882,9485,579
105883,9486,577
105885,9487,579
105884,9487,563
105886,9488,563
105889,9488,570
105888,9488,579
105887,9488,568
105892,9489,571
105890,9489,573
105891,9489,579
105893,9490,577
105897,9491,570
105895,9491,568
105896,9491,579
105894,9491,563
105900,9492,579
105899,9492,568
105901,9492,570
105898,9492,563
105903,9493,568
105904,9493,579
105902,9493,563
105905,9493,570
105906,9494,563
105907,9494,568
105909,9494,570
105908,9494,579
105913,9495,570
105911,9495,568
105910,9495,563
105912,9495,579
105917,9496,568
105915,9496,572
105914,9496,563
105916,9496,581
105920,9497,570
105919,9497,579
105918,9497,563
105924,9498,570
105921,9498,563
105923,9498,579
105922,9498,568
105926,9499,572
105927,9499,568
105925,9499,563
105928,9500,571
105929,9501,563
105930,9501,568
105931,9501,571
105932,9502,577
105933,9503,563
105936,9503,570
105935,9503,568
105934,9503,572
105937,9504,563
105939,9504,579
105940,9504,570
105938,9504,568
105943,9505,568
105941,9505,563
105942,9505,572
105945,9506,579
105944,9506,563
105946,9507,571
105947,9508,563
105948,9508,579
105949,9509,562
105950,9510,571
105954,9511,570
105951,9511,563
105953,9511,579
105952,9511,568
105957,9512,581
105958,9512,578
105956,9512,572
105955,9512,563
105960,9513,568
105961,9513,579
105962,9513,570
105959,9513,563
105964,9514,579
105963,9514,563
105966,9515,572
105969,9515,570
105968,9515,579
105965,9515,563
105967,9515,568
105971,9516,579
105970,9516,563
105972,9517,563
105974,9517,579
105973,9517,568
105975,9517,570
105977,9518,572
105976,9518,563
105978,9519,563
105979,9519,572
105980,9520,571
105981,9521,563
105982,9521,572
105986,9522,570
105983,9522,563
105984,9522,568
105985,9522,579
105988,9523,579
105987,9523,563
105989,9524,571
105993,9525,570
105992,9525,579
105991,9525,568
105990,9525,563
105994,9526,563
105997,9526,570
105996,9526,568
105995,9526,572
105998,9527,577
105999,9528,563
106001,9528,570
106000,9528,579
106003,9529,572
106004,9529,581
106002,9529,563
106005,9529,578
106008,9530,579
106009,9530,570
106006,9530,563
106007,9530,568
106010,9531,568
106011,9531,577
106014,9532,570
106013,9532,579
106012,9532,563
106016,9533,579
106015,9533,563
106018,9534,568
106017,9534,563
106020,9534,570
106019,9534,579
106021,9535,563
106024,9535,570
106022,9535,572
106023,9535,568
106025,9536,577
106029,9537,570
106027,9537,568
106028,9537,579
106026,9537,563
106033,9538,579
106030,9538,563
106031,9538,572
106032,9538,568
106036,9539,570
106034,9539,563
106035,9539,572
106040,9540,570
106039,9540,579
106037,9540,563
106038,9540,568
106041,9541,571
106043,9542,564
106042,9542,558
106044,9543,563
106045,9543,564
106048,9544,568
106047,9544,572
106046,9544,563
106049,9545,563
106050,9545,579
106053,9546,579
106052,9546,568
106054,9546,570
106051,9546,563
106055,9547,563
106058,9547,570
106057,9547,579
106056,9547,568
106060,9548,568
106059,9548,563
106061,9548,579
106062,9548,570
106063,9549,563
106065,9549,579
106064,9549,568
106067,9550,572
106066,9550,563
106068,9550,568
106070,9551,579
106069,9551,563
106071,9551,566
106074,9552,568
106072,9552,563
106073,9552,572
106075,9552,579
106076,9552,570
106077,9553,563
106078,9553,579
106079,9554,571
106081,9555,568
106083,9555,570
106080,9555,563
106082,9555,579
106087,9556,579
106085,9556,572
106088,9556,570
106086,9556,568
106084,9556,563
106093,9557,570
106090,9557,572
106089,9557,563
106092,9557,579
106091,9557,568
106095,9558,568
106097,9558,570
106096,9558,579
106094,9558,563
106099,9559,579
106098,9559,563
106101,9560,568
106102,9560,579
106103,9560,570
106100,9560,563
106107,9561,579
106106,9561,568
106108,9561,570
106104,9561,563
106105,9561,572
106109,9562,563
106110,9562,568
106111,9562,579
106112,9562,570
106113,9563,562
106115,9564,568
106114,9564,563
106117,9564,570
106116,9564,579
106120,9565,568
106118,9565,563
106121,9565,579
106119,9565,572
106122,9565,570
106124,9566,572
106125,9566,568
106127,9566,570
106123,9566,563
106126,9566,579
106129,9567,572
106128,9567,563
106130,9567,579
106132,9568,579
106131,9568,563
106133,9569,563
106134,9569,579
106135,9570,563
106138,9570,570
106137,9570,579
106136,9570,568
106140,9571,568
106139,9571,563
106141,9571,579
106142,9571,570
106145,9572,579
106144,9572,568
106143,9572,563
106146,9572,570
106148,9573,572
106147,9573,563
106149,9573,579
106153,9574,568
106151,9574,572
106150,9574,563
106152,9574,581
106155,9575,568
106157,9575,570
106154,9575,563
106156,9575,579
106161,9576,570
106160,9576,579
106159,9576,568
106158,9576,563
106164,9577,568
106165,9577,579
106162,9577,563
106163,9577,572
106166,9578,563
106167,9578,579
106168,9579,563
106169,9579,579
106171,9580,568
106173,9580,570
106172,9580,579
106170,9580,563
106175,9581,572
106174,9581,563
106176,9581,579
106178,9582,572
106177,9582,563
106179,9582,579
106180,9583,563
106182,9583,579
106181,9583,568
106183,9583,570
106185,9584,579
106186,9584,570
106184,9584,563
106189,9585,579
106190,9585,570
106188,9585,568
106187,9585,563
106193,9586,568
106191,9586,563
106194,9586,570
106192,9586,572
106196,9587,568
106197,9587,570
106195,9587,563
106198,9588,563
106199,9588,579
106201,9589,568
106200,9589,563
106203,9589,570
106202,9589,579
106204,9590,577
106206,9591,568
106205,9591,563
106208,9591,570
106207,9591,579
106210,9592,572
106211,9592,579
106209,9592,563
106212,9593,563
106214,9593,578
106213,9593,572
106215,9593,574
106217,9594,579
106216,9594,563
106219,9595,579
106218,9595,563
106220,9595,570
106221,9596,563
106222,9596,579
106223,9597,563
106225,9597,568
106226,9597,570
106224,9597,572
106227,9598,569
106229,9599,572
106228,9599,563
106230,9599,579
106234,9600,566
106233,9600,579
106232,9600,572
106231,9600,563
106236,9601,572
106237,9601,566
106235,9601,563
106239,9602,568
106238,9602,563
106240,9602,579
106241,9602,570
106242,9603,563
106243,9603,579
106244,9604,563
106246,9604,568
106248,9604,570
106247,9604,579
106245,9604,572
106249,9605,563
106250,9605,568
106252,9605,570
106251,9605,579
106255,9606,570
106254,9606,579
106253,9606,563
106258,9607,579
106256,9607,563
106257,9607,572
106260,9608,572
106261,9608,567
106259,9608,563
106263,9609,568
106264,9609,579
106265,9609,570
106262,9609,563
106268,9610,570
106267,9610,579
106266,9610,563
106271,9611,564
106270,9611,568
106269,9611,572
106274,9612,568
106273,9612,563
106275,9612,570
106272,9612,575
106277,9613,579
106278,9613,570
106276,9613,563
106281,9614,570
106280,9614,579
106279,9614,563
106283,9615,572
106282,9615,563
106284,9615,568
106285,9616,563
106286,9616,579
106287,9616,570
106288,9617,563
106290,9617,570
106289,9617,572
106292,9618,581
106291,9618,563
106295,9619,568
106297,9619,570
106293,9619,563
106294,9619,572
106296,9619,579
106299,9620,568
106301,9620,570
106300,9620,579
106298,9620,563
106306,9621,570
106303,9621,572
106305,9621,579
106304,9621,568
106302,9621,563
106310,9622,570
106309,9622,579
106308,9622,568
106307,9622,563
106311,9623,574
106312,9624,563
106313,9624,579
106315,9625,579
106314,9625,563
106320,9626,566
106317,9626,572
106316,9626,563
106318,9626,568
106319,9626,570
106322,9627,574
106321,9627,573
106323,9628,563
106324,9628,572
106325,9628,579
106327,9629,572
106328,9629,579
106326,9629,563
106330,9630,572
106329,9630,573
106331,9631,573
106332,9631,571
106333,9632,577
106338,9633,570
106335,9633,572
106336,9633,568
106334,9633,563
106337,9633,579
106339,9634,573
106340,9634,571
106342,9635,566
106341,9635,573
106343,9636,573
106344,9636,568
106345,9637,573
106346,9637,572
106349,9638,581
106347,9638,563
106348,9638,572
106353,9639,570
106350,9639,563
106351,9639,572
106352,9639,579
106354,9640,577
106355,9641,571
106357,9642,571
106356,9642,573
106358,9643,562
106362,9644,570
106360,9644,572
106361,9644,568
106359,9644,563
106363,9645,562
106365,9646,572
106364,9646,573
106366,9647,563
106367,9647,572
106368,9647,570
106370,9648,571
106369,9648,573
106371,9649,573
106372,9649,572
106376,9650,570
106374,9650,572
106375,9650,568
106373,9650,563
106377,9651,577
106380,9652,570
106378,9652,563
106379,9652,572
106382,9653,572
106381,9653,573
106383,9653,577
106385,9654,572
106386,9654,568
106384,9654,573
106388,9655,568
106389,9655,571
106387,9655,573
106390,9656,560
106391,9656,573
106393,9657,572
106392,9657,573
106394,9658,571
106395,9659,563
106396,9659,572
106397,9660,563
106398,9660,572
106399,9660,568
106400,9661,562
106401,9662,573
106402,9662,572
106404,9663,572
106405,9663,566
106403,9663,563
106408,9664,568
106406,9664,563
106407,9664,572
106410,9665,564
106409,9665,573
106413,9666,568
106414,9666,579
106411,9666,563
106412,9666,572
106415,9667,562
106416,9668,575
106418,9669,579
106417,9669,563
106420,9670,568
106419,9670,569
106421,9671,571
106422,9672,577
106423,9673,562
106424,9674,562
106427,9675,579
106426,9675,572
106425,9675,563
106430,9676,568
106431,9676,570
106429,9676,572
106428,9676,563
106433,9677,566
106432,9677,573
106435,9678,577
106434,9678,565
106436,9679,563
106437,9679,572
106438,9679,581
106440,9680,572
106441,9680,581
106439,9680,563
106444,9681,564
106443,9681,568
106442,9681,573
106445,9682,563
106447,9683,579
106446,9683,563
106448,9684,577
106452,9685,566
106451,9685,568
106449,9685,563
106450,9685,572
106454,9686,571
106453,9686,573
106455,9687,573
106456,9687,572
106459,9688,568
106458,9688,572
106457,9688,563
106460,9688,570
106461,9689,573
106463,9689,568
106462,9689,572
106464,9690,564
106465,9691,563
106466,9691,572
106467,9691,570
106468,9692,573
106469,9692,564
106470,9693,563
106471,9693,568
106472,9693,579
106473,9694,577
106474,9695,563
106475,9695,579
106478,9696,574
106476,9696,568
106477,9696,578
106480,9697,568
106479,9697,575
106482,9698,579
106481,9698,568
106483,9698,574
106486,9699,568
106484,9699,563
106485,9699,572
106487,9700,562
106490,9701,581
106489,9701,572
106488,9701,573
106491,9702,560
106492,9703,563
106493,9703,572
106494,9703,568
106495,9704,577
106496,9705,563
106497,9705,568
106498,9705,579
106499,9706,577
106501,9707,572
106503,9707,570
106502,9707,577
106500,9707,563
106504,9708,565
106506,9709,568
106505,9709,563
106508,9710,572
106507,9710,563
106509,9711,562
106511,9712,572
106510,9712,563
106512,9713,562
106513,9714,565
106514,9715,571
106516,9716,572
106517,9716,568
106515,9716,573
106520,9717,579
106519,9717,572
106518,9717,563
106521,9718,573
106522,9718,572
106523,9719,563
106525,9719,571
106524,9719,577
106530,9720,570
106527,9720,572
106529,9720,579
106526,9720,563
106528,9720,568
106531,9721,577
106533,9722,572
106534,9722,570
106532,9722,563
106537,9723,577
106535,9723,563
106538,9723,570
106536,9723,579
106540,9724,563
106539,9724,569
106541,9724,568
106542,9725,571
106545,9726,568
106543,9726,563
106544,9726,572
106546,9726,570
106549,9727,570
106547,9727,563
106548,9727,568
106550,9728,578
106551,9729,562
106552,9730,563
106554,9730,578
106555,9730,570
106553,9730,579
106556,9731,563
106558,9731,568
106559,9731,570
106557,9731,572
106562,9732,579
106560,9732,563
106561,9732,572
106563,9733,577
106565,9734,571
106564,9734,568
106566,9735,565
106567,9735,577
106568,9736,571
106569,9737,563
106570,9737,572
106571,9737,568
106572,9738,569
106573,9739,563
106574,9739,581
106575,9740,562
106576,9741,563
106578,9741,568
106577,9741,572
106583,9742,570
106581,9742,568
106582,9742,579
106579,9742,563
106580,9742,572
106584,9743,574
106585,9744,562
106586,9745,562
106588,9746,572
106589,9746,568
106587,9746,563
106590,9747,577
106591,9748,565
106593,9749,568
106592,9749,573
106594,9749,579
106595,9750,565
106596,9751,577
106598,9752,568
106597,9752,573
106600,9753,577
106599,9753,568
106601,9754,562
106602,9755,577
106604,9756,572
106603,9756,573
106605,9757,577
106607,9758,572
106608,9758,568
106606,9758,563
106609,9759,563
106610,9759,572
106611,9759,568
106612,9759,579
106614,9760,568
106613,9760,569
106616,9761,572
106615,9761,563
106618,9761,570
106617,9761,568
106619,9762,573
106620,9762,572
106621,9763,571
106622,9764,562
106623,9765,577
106624,9766,571
106625,9767,563
106627,9767,579
106626,9767,568
106628,9767,574
106629,9768,574
106630,9769,574
106631,9770,562
106633,9771,563
106635,9771,568
106634,9771,572
106632,9771,573
106636,9772,562
106637,9773,577
106638,9774,564
106639,9775,565
106641,9776,579
106640,9776,563
106642,9777,563
106643,9778,572
106644,9778,571
106645,9779,575
106646,9779,564
106647,9779,579
106648,9780,563
106649,9780,572
106653,9781,579
106652,9781,568
106650,9781,563
106651,9781,572
106654,9781,570
106655,9782,563
106656,9782,572
106657,9783,577
106658,9784,577
106659,9785,563
106660,9785,564
106661,9785,579
106663,9786,579
106662,9786,564
106664,9787,562
106665,9788,563
106666,9788,572
106667,9789,563
106668,9789,572
106669,9789,568
106671,9790,568
106670,9790,563
106672,9791,563
106674,9791,568
106673,9791,572
106675,9791,570
106676,9792,564
106678,9793,572
106677,9793,563
106680,9794,579
106679,9794,568
106681,9794,574
106682,9795,563
106683,9795,568
106684,9795,579
106685,9795,570
106686,9796,563
106687,9796,581
106688,9796,570
106690,9797,572
106689,9797,563
106691,9797,568
106692,9797,570
106694,9798,572
106695,9798,581
106693,9798,563
106697,9799,572
106696,9799,563
106698,9800,577
106699,9801,563
106700,9801,570
106702,9802,572
106701,9802,563
106703,9803,563
106704,9803,572
106705,9803,568
106706,9804,573
106707,9804,572
106708,9805,563
106709,9805,572
106710,9806,565
106711,9807,571
106714,9808,568
106715,9808,570
106712,9808,563
106713,9808,572
106716,9809,574
106719,9810,568
106720,9810,579
106718,9810,572
106717,9810,563
106722,9811,568
106723,9811,579
106721,9811,563
106724,9811,570
106725,9812,562
106726,9813,562
106727,9814,563
106729,9814,579
106728,9814,568
106730,9815,563
106731,9815,572
106732,9816,577
106734,9817,568
106733,9817,563
106735,9817,579
106737,9818,572
106739,9818,570
106736,9818,563
106738,9818,568
106741,9819,577
106740,9819,563
106742,9820,569
106743,9820,568
106744,9821,563
106745,9821,578
106747,9822,572
106749,9822,570
106748,9822,568
106746,9822,563
106752,9823,581
106750,9823,563
106751,9823,572
106753,9824,569
106756,9825,568
106755,9825,572
106754,9825,563
106758,9826,572
106757,9826,563
106759,9826,579
106761,9827,579
106760,9827,563
106762,9828,563
106764,9828,579
106765,9828,570
106763,9828,572
106767,9829,579
106766,9829,563
106768,9830,577
106770,9831,563
106771,9831,566
106769,9831,559
106772,9832,563
106774,9832,566
106773,9832,579
106776,9833,566
106775,9833,563
106779,9834,568
106780,9834,580
106781,9834,570
106777,9834,563
106778,9834,572
106782,9835,563
106785,9835,579
106783,9835,572
106786,9835,570
106784,9835,568
106787,9836,563
106789,9836,570
106788,9836,572
106790,9837,562
106793,9838,570
106792,9838,572
106791,9838,563
106795,9839,579
106796,9839,570
106794,9839,563
106797,9840,577
106799,9841,568
106800,9841,570
106798,9841,563
106803,9842,570
106801,9842,563
106802,9842,579
106807,9843,570
106806,9843,568
106805,9843,572
106804,9843,563
106810,9844,570
106808,9844,563
106809,9844,579
106811,9845,563
106812,9845,579
106813,9846,563
106814,9846,572
106815,9846,579
106816,9847,563
106817,9847,579
106818,9848,569
106819,9849,560
106820,9850,564
106821,9851,563
106824,9851,579
106823,9851,568
106825,9851,570
106822,9851,572
106826,9852,563
106827,9852,572
106828,9852,568
106829,9853,563
106830,9853,572
106833,9854,581
106832,9854,572
106831,9854,563
106834,9855,563
106837,9855,570
106835,9855,572
106836,9855,577
106839,9856,572
106838,9856,573
106840,9857,563
106841,9857,572
106842,9857,568
106844,9858,572
106843,9858,563
106845,9858,568
106846,9859,563
106847,9859,572
106849,9859,570
106848,9859,568
106850,9860,563
106851,9860,572
106852,9860,570
106855,9861,568
106854,9861,572
106853,9861,563
106856,9861,570
106858,9862,572
106857,9862,563
106860,9862,570
106859,9862,568
106861,9863,563
106862,9863,572
106863,9864,571
106864,9865,563
106865,9865,572
106867,9866,572
106866,9866,563
106868,9866,581
106870,9867,572
106869,9867,563
106871,9867,570
106873,9868,572
106872,9868,563
106874,9869,563
106876,9869,570
106875,9869,579
106878,9870,568
106877,9870,563
106879,9870,570
106882,9871,579
106880,9871,563
106881,9871,572
106885,9872,568
106884,9872,572
106883,9872,563
106888,9873,577
106887,9873,572
106886,9873,563
106889,9873,570
106890,9874,569
106892,9874,568
106891,9874,563
106894,9875,572
106895,9875,568
106896,9875,570
106893,9875,563
106898,9876,572
106899,9876,579
106897,9876,563
106903,9877,570
106900,9877,563
106901,9877,568
106902,9877,579
106905,9878,572
106904,9878,563
106906,9878,581
106909,9879,568
106911,9879,570
106907,9879,563
106908,9879,572
106910,9879,579
106912,9880,563
106914,9880,581
106915,9880,568
106913,9880,572
106918,9881,568
106917,9881,572
106916,9881,563
106921,9882,579
106922,9882,571
106919,9882,563
106920,9882,568
106923,9883,563
106925,9883,579
106924,9883,572
106926,9884,562
106927,9885,560
106931,9886,579
106933,9886,570
106930,9886,568
106928,9886,563
106932,9886,577
106929,9886,572
106936,9887,570
106934,9887,563
106935,9887,572
106937,9888,563
106940,9888,570
106939,9888,568
106938,9888,572
106941,9889,563
106942,9889,572
106945,9889,570
106944,9889,579
106943,9889,568
106947,9890,572
106946,9890,563
106948,9891,573
106949,9891,572
106953,9892,570
106951,9892,572
106952,9892,579
106950,9892,563
106955,9893,568
106954,9893,563
106957,9893,574
106956,9893,578
106959,9894,572
106958,9894,563
106960,9894,579
106961,9895,564
106964,9896,581
106962,9896,563
106965,9896,570
106963,9896,572
106966,9897,563
106967,9897,579
106968,9898,560
106970,9899,564
106969,9899,563
106971,9900,563
106972,9900,572
106973,9900,570
106976,9901,568
106977,9901,579
106978,9901,570
106975,9901,572
106974,9901,563
106980,9902,572
106979,9902,563
106981,9902,568
106985,9903,570
106984,9903,578
106983,9903,572
106982,9903,563
106986,9904,577
106989,9905,574
106987,9905,563
106988,9905,564
106993,9906,579
106990,9906,563
106994,9906,570
106992,9906,568
106991,9906,572
106995,9907,563
106996,9907,572
106997,9907,568
106998,9907,570
107000,9908,572
107001,9908,581
106999,9908,563
107002,9908,570
107003,9909,569
107004,9909,568
107005,9910,563
107007,9910,570
107006,9910,572
107009,9911,572
107010,9911,570
107008,9911,563
107011,9912,563
107014,9912,570
107013,9912,579
107012,9912,568
107016,9913,571
107015,9913,563
107017,9914,577
107021,9915,570
107018,9915,563
107020,9915,568
107019,9915,572
107022,9916,563
107025,9916,570
107024,9916,568
107023,9916,572
107026,9917,571
107029,9918,568
107028,9918,572
107027,9918,563
107030,9919,563
107031,9919,572
107032,9919,570
107033,9920,563
107035,9920,579
107034,9920,572
107036,9920,570
107037,9921,571
107039,9922,564
107038,9922,563
107041,9923,579
107040,9923,573
107044,9924,577
107042,9924,573
107043,9924,572
107045,9925,563
107046,9925,579
107049,9926,570
107047,9926,563
107048,9926,572
107050,9926,566
107051,9927,563
107053,9927,579
107052,9927,581
107056,9928,568
107054,9928,563
107057,9928,570
107055,9928,572
107060,9929,568
107058,9929,563
107062,9929,570
107059,9929,572
107061,9929,579
107067,9930,570
107066,9930,579
107065,9930,568
107063,9930,563
107064,9930,572
107071,9931,579
107069,9931,572
107072,9931,570
107070,9931,568
107068,9931,563
107073,9932,563
107076,9932,578
107074,9932,572
107075,9932,568
107079,9933,581
107077,9933,563
107078,9933,572
107081,9934,564
107080,9934,563
107082,9935,573
107083,9935,572
107085,9936,572
107084,9936,563
107089,9937,566
107087,9937,572
107088,9937,570
107086,9937,563
107090,9938,569
107091,9938,577
107093,9939,572
107092,9939,563
107096,9940,581
107098,9940,570
107095,9940,572
107094,9940,563
107097,9940,579
107099,9941,565
107100,9942,563
107103,9942,579
107104,9942,570
107101,9942,572
107102,9942,568
107105,9943,574
107106,9943,577
107108,9944,572
107107,9944,563
107109,9944,568
107110,9944,570
107111,9945,574
107112,9946,560
107115,9947,579
107113,9947,563
107116,9947,570
107114,9947,572
107120,9948,570
107119,9948,579
107118,9948,572
107117,9948,563
107123,9949,570
107121,9949,563
107122,9949,572
107126,9950,570
107124,9950,563
107125,9950,564
107128,9951,572
107127,9951,573
107130,9952,572
107129,9952,563
107131,9952,570
107133,9953,572
107132,9953,563
107136,9954,570
107137,9954,566
107135,9954,572
107134,9954,563
107139,9955,572
107141,9955,570
107140,9955,579
107138,9955,563
107144,9956,579
107142,9956,563
107145,9956,570
107143,9956,572
107148,9957,564
107147,9957,568
107146,9957,563
107152,9958,570
107150,9958,572
107149,9958,563
107151,9958,568
