has_hashtag_id,tweet_id,hashtag_id
48967,12710,35
48968,12711,101484
48969,12712,53
48970,12712,35
48971,12714,100455
48972,12714,100465
48973,12714,100464
48974,12714,42
48975,12715,35
48976,12716,55
48977,12717,53
48978,12718,42
48979,12718,73
48980,12719,111
48981,12719,108334
48982,12720,35
48983,12722,39
48984,12725,35
48985,12725,39
48986,12727,35
48987,12727,276
48988,12727,201
48989,12727,333
48990,12727,312
48991,12728,179
48992,12730,35
48993,12731,35
48994,12732,42
48995,12732,53
48996,12734,42
48997,12734,39
48998,12734,35
48999,12735,108335
49000,12735,108476
49001,12736,108336
49002,12736,35
49003,12736,108475
49004,12738,101
49005,12739,73
49006,12740,35
49007,12742,35
49008,12743,53
49009,12747,53
49010,12748,35
49011,12749,76
49012,12750,100800
49013,12751,35
49014,12753,39
49015,12754,42
49016,12754,39
49017,12758,101404
49018,12759,53
49019,12759,116
49020,12759,107
49021,12760,35
49022,12761,73
49023,12761,39
49024,12762,53
49025,12763,108473
49026,12764,53
49027,12765,35
49028,12766,53
49029,12767,35
49030,12768,132
49031,12769,39
49032,12769,35
49033,12770,39
49034,12771,39
49035,12772,35
49036,12774,35
49037,12775,102318
49038,12776,53
49039,12777,39
49040,12778,35
49041,12778,418
49042,12778,101420
49043,12779,39
49044,12781,108502
49045,12781,53
49046,12781,35
49047,12781,108503
49048,12782,42
49049,12782,53
49050,12783,35
49051,12783,101001
49052,12785,76
49053,12786,55
49054,12789,53
49055,12789,42
49056,12790,108504
49057,12791,101
49058,12794,383
49059,12795,55
49060,12797,406
49061,12797,99729
49062,12797,39
49063,12797,179
49064,12798,35
49065,12799,35
49066,12800,107
49067,12800,198
49068,12800,42
49069,12800,108505
49070,12800,108506
49071,12800,101881
49072,12801,35
49073,12802,35
49074,12803,101684
49075,12803,42
49076,12803,111
49077,12804,35
49078,12806,35
49079,12807,80
49080,12809,35
49081,12811,35
49082,12813,35
49083,12814,55
49084,12814,35
49085,12816,108507
49086,12816,80
49087,12817,132
49088,12817,35
49089,12817,55
49090,12819,35
49091,12819,108508
49092,12819,108497
49093,12819,108482
49094,12821,35
49095,12822,35
49096,12823,35
49097,12825,35
49098,12826,35
49099,12826,39
49100,12826,303
49101,12826,108469
49102,12827,80
49103,12828,53
49104,12829,39
49105,12829,35
49106,12830,35
49107,12831,35
49108,12833,108481
49109,12833,108457
49110,12833,108458
49111,12835,35
49112,12835,108459
49113,12835,108460
49114,12836,73
49115,12836,42
49116,12836,100007
49117,12837,35
49118,12837,99857
49119,12838,99777
49120,12839,108461
49121,12839,35
49122,12840,108
49123,12842,53
49124,12844,35
49125,12845,35
49126,12846,73
49127,12847,35
49128,12849,35
49129,12852,53
49130,12853,35
49131,12855,35
49132,12856,35
49133,12857,35
49134,12857,55
49135,12858,35
49136,12860,108462
49137,12860,108463
49138,12860,53
49139,12862,108464
49140,12863,99716
49141,12863,108465
49142,12863,35
49143,12864,35
49144,12864,39
49145,12864,303
49146,12866,35
49147,12867,108466
49148,12867,100800
49149,12869,53
49150,12870,35
49151,12871,108467
49152,12871,35
49153,12872,76
49154,12872,35
49155,12873,39
49156,12874,108456
49157,12876,108468
49158,12876,108470
49159,12877,35
49160,12877,108471
49161,12879,35
49162,12880,35
49163,12882,35
49164,12883,53
49165,12884,35
49166,12884,108472
49167,12885,108439
49168,12885,108438
49169,12885,35
49170,12885,76
49171,12886,108437
49172,12886,35
49173,12887,128
49174,12887,55
49175,12888,42
49176,12889,42
49177,12890,76
49178,12891,35
49179,12892,101875
49180,12892,35
49181,12892,76
49182,12892,103656
49183,12893,35
49184,12894,35
49185,12895,39
49186,12895,103597
49187,12895,103598
49188,12895,103599
49189,12895,103600
49190,12895,103601
49191,12895,101667
49192,12895,103602
49193,12898,35
49194,12898,101878
49195,12899,35
49196,12900,76
49197,12900,35
49198,12901,103603
49199,12901,103604
49200,12901,99906
49201,12901,103605
49202,12901,35
49203,12901,100146
49204,12902,42
49205,12902,73
49206,12902,39
49207,12903,35
49208,12904,39
49209,12904,101587
49210,12905,103606
49211,12905,103595
49212,12905,103607
49213,12906,35
49214,12907,35
49215,12908,103609
49216,12908,35
49217,12909,53
49218,12909,164
49219,12910,541
49220,12910,35
49221,12911,39
49222,12912,521
49223,12912,152
49224,12913,35
49225,12914,100097
49226,12915,35
49227,12916,35
49228,12917,35
49229,12918,103610
49230,12918,39
49231,12918,35
49232,12921,35
49233,12922,35
49234,12924,55
49235,12925,39
49236,12926,35
49237,12930,35
49238,12931,101115
49239,12931,35
49240,12932,35
49241,12933,76
49242,12934,102076
49243,12935,35
49244,12936,35
49245,12936,276
49246,12936,201
49247,12937,101
49248,12938,157
49249,12938,53
49250,12938,100748
49251,12939,53
49252,12939,100748
49253,12940,39
49254,12940,73
49255,12942,103611
49256,12942,103612
49257,12942,103613
49258,12942,101657
49259,12942,101522
49260,12942,42
49261,12943,35
49262,12944,100413
49263,12944,35
49264,12945,111
49265,12946,35
49266,12947,101
49267,12947,548
49268,12949,103614
49269,12949,35
49270,12950,35
49271,12951,80
49272,12952,35
49273,12953,282
49274,12953,55
49275,12954,35
49276,12955,103615
49277,12956,35
49278,12957,76
49279,12958,35
49280,12959,35
49281,12960,35
49282,12960,276
49283,12960,201
49284,12960,333
49285,12960,312
49286,12961,311
49287,12962,39
49288,12962,42
49289,12964,35
49290,12965,99798
49291,12965,107
49292,12965,101
49293,12966,103616
49294,12966,398
49295,12967,35
49296,12969,53
49297,12971,103617
49298,12971,111
49299,12971,103618
49300,12973,35
49301,12974,35
49302,12976,35
49303,12977,35
49304,12977,100836
49305,12977,103619
49306,12978,132
49307,12979,103648
49308,12980,35
49309,12982,35
49310,12983,73
49311,12984,107
49312,12984,116
49313,12985,103622
49314,12985,103649
49315,12986,35
49316,12986,329
49317,12987,103678
49318,12987,35
49319,12988,35
49320,12989,35
49321,12989,99786
49322,12989,73
49323,12989,39
49324,12990,53
49325,12990,99773
49326,12990,99772
49327,12991,35
49328,12992,35
49329,12993,55
49330,12994,42
49331,12995,35
49332,12995,53
49333,12996,76
49334,12998,256
49335,12999,42
49336,12999,39
49337,12999,100758
49338,13000,35
49339,13000,39
49340,13002,103596
49341,13002,42
49342,13002,39
49343,13003,39
49344,13004,111
49345,13005,55
49346,13006,35
49347,13007,35
49348,13007,103620
49349,13008,101529
49350,13008,35
49351,13008,103608
49352,13009,35
49353,13010,35
49354,13011,39
49355,13012,398
49356,13013,55
49357,13014,103623
49358,13015,76
49359,13016,132
49360,13017,35
49361,13018,35
49362,13019,35
49363,13020,39
49364,13020,35
49365,13021,35
49366,13023,53
49367,13025,100975
49368,13026,111
49369,13026,55
49370,13029,103704
49371,13029,35
49372,13029,53
49373,13030,35
49374,13031,55
49375,13032,211
49376,13033,35
49377,13034,132
49378,13037,35
49379,13038,35
49380,13038,39
49381,13039,103624
49382,13039,248
49383,13039,101
49384,13040,35
49385,13041,424
49386,13042,99760
49387,13042,35
49388,13042,39
49389,13044,211
49390,13044,42
49391,13045,35
49392,13046,282
49393,13046,35
49394,13047,35
49395,13048,35
49396,13049,35
49397,13050,35
49398,13051,76
49399,13051,311
49400,13051,100765
49401,13051,103625
49402,13052,35
49403,13053,35
49404,13054,39
49405,13055,100413
49406,13055,103626
49407,13055,35
49408,13055,201
49409,13056,35
49410,13058,329
49411,13058,35
49412,13059,100542
49413,13060,103627
49414,13060,424
49415,13061,55
49416,13062,53
49417,13063,204
49418,13063,80
49419,13063,352
49420,13064,35
49421,13066,35
49422,13066,39
49423,13067,35
49424,13068,35
49425,13070,35
49426,13071,35
49427,13073,103628
49428,13073,103629
49429,13073,103630
49430,13073,35
49431,13074,55
49432,13075,35
49433,13076,116
49434,13077,73
49435,13077,39
49436,13077,100007
49437,13078,53
49438,13079,76
49439,13080,35
49440,13081,35
49441,13082,62
49442,13083,35
49443,13084,103631
49444,13084,103632
49445,13084,100833
49446,13084,101
49447,13084,103633
49448,13085,35
49449,13086,100155
49450,13087,103634
49451,13089,35
49452,13090,35
49453,13091,35
49454,13092,35
49455,13092,103635
49456,13092,103621
49457,13092,103637
49458,13092,103638
49459,13093,35
49460,13094,35
49461,13094,101032
49462,13095,53
49463,13095,128
49464,13096,53
49465,13097,55
49466,13098,99900
49467,13100,35
49468,13101,35
49469,13102,211
49470,13102,76
49471,13103,103639
49472,13103,103640
49473,13104,35
49474,13105,35
49475,13106,103641
49476,13106,103642
49477,13106,103643
49478,13106,35
49479,13107,35
49480,13108,35
49481,13109,39
49482,13110,35
49483,13110,103644
49484,13111,101
49485,13111,248
49486,13111,388
49487,13113,39
49488,13114,35
49489,13115,35
49490,13115,201
49491,13115,312
49492,13115,405
49493,13115,99934
49494,13115,103645
49495,13116,73
49496,13116,39
49497,13116,211
49498,13116,42
49499,13117,100975
49500,13118,35
49501,13119,35
49502,13120,35
49503,13121,35
49504,13122,35
49505,13123,35
49506,13124,211
49507,13124,39
49508,13125,39
49509,13126,282
49510,13126,55
49511,13127,111
49512,13128,53
49513,13129,35
49514,13130,35
49515,13131,35
49516,13132,39
49517,13133,101
49518,13133,453
49519,13134,39
49520,13134,139
49521,13135,35
49522,13136,35
49523,13137,35
49524,13138,101
49525,13139,35
49526,13140,55
49527,13140,484
49528,13140,100088
49529,13141,39
49530,13142,35
49531,13142,39
49532,13143,35
49533,13144,103646
49534,13144,103647
49535,13145,101
49536,13145,103636
49537,13146,35
49538,13147,35
49539,13148,35
49540,13148,103680
49541,13150,35
49542,13151,100537
49543,13151,107
49544,13153,35
49545,13153,39
49546,13155,111
49547,13156,35
49548,13158,35
49549,13162,35
49550,13165,99777
49551,13165,103681
49552,13165,103682
49553,13165,103683
49554,13166,356
49555,13166,388
49556,13167,53
49557,13167,42
49558,13170,35
49559,13171,35
49560,13172,35
49561,13173,35
49562,13174,55
49563,13174,484
49564,13175,35
49565,13176,62
49566,13177,76
49567,13178,103659
49568,13178,35
49569,13179,101
49570,13179,100206
49571,13181,39
49572,13182,295
49573,13183,103660
49574,13184,35
49575,13185,35
49576,13185,55
49577,13186,101845
49578,13186,103661
49579,13186,103662
49580,13186,101846
49581,13186,211
49582,13186,101
49583,13187,42
49584,13187,53
49585,13187,128
49586,13188,39
49587,13189,35
49588,13190,35
49589,13191,35
49590,13192,55
49591,13193,42
49592,13193,73
49593,13194,35
49594,13195,35
49595,13197,35
49596,13198,35
49597,13200,35
49598,13202,35
49599,13203,152
49600,13204,101
49601,13205,35
49602,13206,35
49603,13206,201
49604,13206,333
49605,13206,276
49606,13206,101847
49607,13207,103651
49608,13207,99716
49609,13207,35
49610,13207,39
49611,13208,35
49612,13208,103663
49613,13209,35
49614,13210,103665
49615,13210,103666
49616,13210,285
49617,13210,100055
49618,13210,53
49619,13211,55
49620,13212,35
49621,13212,128
49622,13213,39
49623,13214,99751
49624,13215,111
49625,13215,39
49626,13216,35
49627,13217,35
49628,13218,100055
49629,13218,100535
49630,13219,35
49631,13221,35
49632,13222,551
49633,13222,100634
49634,13223,55
49635,13224,35
49636,13225,35
49637,13226,35
49638,13227,35
49639,13228,55
49640,13229,128
49641,13229,53
49642,13229,99760
49643,13230,35
49644,13231,35
49645,13232,35
49646,13233,55
49647,13233,103667
49648,13234,35
49649,13234,101430
49650,13235,103668
49651,13236,35
49652,13237,35
49653,13238,152
49654,13238,103669
49655,13239,35
49656,13240,139
49657,13240,35
49658,13240,103670
49659,13242,128
49660,13242,53
49661,13242,99848
49662,13243,35
49663,13244,103671
49664,13245,35
49665,13246,76
49666,13247,35
49667,13248,35
49668,13250,35
49669,13251,103672
49670,13251,111
49671,13252,35
49672,13253,35
49673,13255,39
49674,13258,53
49675,13259,103673
49676,13259,35
49677,13260,103674
49678,13261,106050
49679,13261,39
49680,13262,104714
49681,13262,152
49682,13263,101
49683,13264,35
49684,13265,35
49685,13267,35
49686,13268,35
49687,13269,100825
49688,13270,35
49689,13271,39
49690,13273,35
49691,13273,101900
49692,13274,39
49693,13275,35
49694,13276,35
49695,13277,35
49696,13278,53
49697,13280,35
49698,13281,350
49699,13284,100532
49700,13284,106052
49701,13284,107840
49702,13284,116
49703,13285,35
49704,13286,35
49705,13287,35
49706,13287,201
49707,13287,101902
49708,13287,276
49709,13287,101847
49710,13288,35
49711,13288,100057
49712,13289,35
49713,13289,39
49714,13291,39
49715,13291,99760
49716,13292,55
49717,13293,35
49718,13294,76
49719,13294,108429
49720,13295,35
49721,13296,35
49722,13297,35
49723,13297,108430
49724,13297,108431
49725,13298,55
49726,13299,39
49727,13299,35
49728,13300,53
49729,13300,100088
49730,13301,152
49731,13302,35
49732,13303,35
49733,13304,342
49734,13305,132
49735,13306,76
49736,13307,39
49737,13308,53
49738,13309,39
49739,13310,53
49740,13311,35
49741,13312,35
49742,13313,35
49743,13314,35
49744,13314,76
49745,13315,35
49746,13316,100511
49747,13316,39
49748,13317,152
49749,13318,132
49750,13318,108432
49751,13319,99794
49752,13320,35
49753,13321,55
49754,13322,55
49755,13324,35
49756,13325,35
49757,13326,35
49758,13327,55
49759,13329,35
49760,13330,108433
49761,13330,35
49762,13331,53
49763,13331,128
49764,13331,100277
49765,13331,42
49766,13332,35
49767,13333,35
49768,13334,35
49769,13335,35
49770,13336,398
49771,13337,35
49772,13338,35
49773,13339,108434
49774,13339,76
49775,13340,55
49776,13341,35
49777,13342,99716
49778,13342,35
49779,13343,35
49780,13344,398
49781,13344,108435
49782,13344,103658
49783,13344,108436
49784,13345,55
49785,13346,484
49786,13346,55
49787,13347,35
49788,13348,103657
49789,13348,103655
49790,13348,35
49791,13349,55
49792,13350,53
49793,13351,35
49794,13354,39
49795,13355,39
49796,13355,35
49797,13357,152
49798,13358,35
49799,13359,35
49800,13359,103684
49801,13360,35
49802,13362,55
49803,13364,39
49804,13365,39
49805,13365,35
49806,13368,35
49807,13371,35
49808,13372,103685
49809,13372,101
49810,13372,107
49811,13372,254
49812,13372,103686
49813,13372,100776
49814,13372,100500
49815,13372,103687
49816,13372,103688
49817,13373,35
49818,13374,152
49819,13375,35
49820,13376,35
49821,13376,103689
49822,13377,101
49823,13378,35
49824,13380,35
49825,13381,35
49826,13382,35
49827,13383,101914
49828,13383,35
49829,13384,76
49830,13385,407
49831,13385,111
49832,13385,103690
49833,13386,55
49834,13387,330
49835,13387,103679
49836,13387,76
49837,13387,103691
49838,13387,103693
49839,13388,35
49840,13389,55
49841,13390,329
49842,13390,99777
49843,13392,116
49844,13392,100453
49845,13393,76
49846,13393,103694
49847,13393,103695
49848,13394,35
49849,13395,35
49850,13396,103696
49851,13396,128
49852,13398,35
49853,13399,53
49854,13399,42
49855,13402,35
49856,13402,39
49857,13403,35
49858,13404,35
49859,13405,35
49860,13406,100509
49861,13406,152
49862,13407,152
49863,13408,35
49864,13409,35
49865,13409,201
49866,13409,265
49867,13409,101902
49868,13410,55
49869,13411,103698
49870,13411,103699
49871,13412,39
49872,13413,103700
49873,13414,76
49874,13414,100801
49875,13414,103701
49876,13415,103702
49877,13415,103703
49878,13415,152
49879,13416,35
49880,13416,39
49881,13417,35
49882,13418,55
49883,13419,35
49884,13420,39
49885,13421,111
49886,13421,103692
49887,13421,103677
49888,13422,35
49889,13423,35
49890,13426,39
49891,13427,128
49892,13427,39
49893,13428,35
49894,13429,35
49895,13431,35
49896,13431,55
49897,13432,35
49898,13433,55
49899,13434,35
49900,13435,100942
49901,13435,55
49902,13436,35
49903,13437,111
49904,13437,99976
49905,13437,103664
49906,13437,131
49907,13437,116
49908,13437,303
49909,13437,107
49910,13438,35
49911,13439,35
49912,13440,35
49913,13441,35
49914,13443,39
49915,13444,35
49916,13445,55
49917,13446,53
49918,13447,35
49919,13448,76
49920,13449,484
49921,13449,55
49922,13450,111
49923,13451,35
49924,13452,35
49925,13453,53
49926,13454,35
49927,13455,541
49928,13455,103676
49929,13455,35
49930,13456,73
49931,13456,42
49932,13456,100007
49933,13457,53
49934,13457,42
49935,13458,35
49936,13459,35
49937,13460,35
49938,13460,101791
49939,13461,35
49940,13462,39
49941,13462,42
49942,13463,35
49943,13463,55
49944,13464,35
49945,13465,103652
49946,13465,103653
49947,13465,101
49948,13465,248
49949,13465,103654
49950,13465,108499
49951,13465,108337
49952,13465,101809
49953,13465,100516
49954,13466,35
49955,13467,35
49956,13468,42
49957,13468,39
49958,13468,108338
49959,13469,53
49960,13469,108339
49961,13470,39
49962,13470,108719
49963,13471,35
49964,13472,39
49965,13472,35
49966,13473,35
49967,13474,35
49968,13474,100521
49969,13476,55
49970,13477,35
49971,13477,53
49972,13477,42
49973,13477,101566
49974,13478,111
49975,13479,39
49976,13479,35
49977,13479,108720
49978,13480,39
49979,13480,35
49980,13481,35
49981,13481,76
49982,13482,39
49983,13483,35
49984,13486,39
49985,13487,35
49986,13489,35
49987,13490,35
49988,13491,39
49989,13491,100356
49990,13492,35
49991,13493,35
49992,13494,108721
49993,13494,108722
49994,13494,42
49995,13494,73
49996,13494,211
49997,13494,35
49998,13495,39
49999,13495,35
50000,13496,35
50001,13497,35
50002,13498,35
50003,13499,35
50004,13500,35
50005,13501,55
50006,13502,108723
50007,13502,42
50008,13503,76
50009,13503,108724
50010,13506,108725
50011,13506,108726
50012,13506,35
50013,13507,39
50014,13508,35
50015,13509,111
50016,13509,108727
50017,13509,108728
50018,13509,101817
50019,13509,107
50020,13511,108729
50021,13511,35
50022,13511,108730
50023,13512,35
50024,13514,35
50025,13514,39
50026,13515,277
50027,13515,53
50028,13516,35
50029,13517,35
50030,13517,108731
50031,13518,42
50032,13518,107
50033,13519,35
50034,13520,132
50035,13522,35
50036,13523,35
50037,13524,76
50038,13525,35
50039,13526,35
50040,13527,35
50041,13529,76
50042,13531,108708
50043,13531,55
50044,13531,108707
50045,13531,108706
50046,13531,108705
50047,13531,101822
50048,13532,39
50049,13534,35
50050,13535,424
50051,13535,108681
50052,13536,35
50053,13537,35
50054,13538,111
50055,13539,53
50056,13539,107
50057,13539,108682
50058,13540,132
50059,13541,35
50060,13542,39
50061,13543,107
50062,13543,39
50063,13543,42
50064,13544,277
50065,13544,35
50066,13545,101598
50067,13545,108683
50068,13546,128
50069,13546,39
50070,13547,39
50071,13548,100055
50072,13548,101
50073,13549,35
50074,13550,35
50075,13551,108684
50076,13551,35
50077,13552,39
50078,13552,109
50079,13552,179
50080,13553,108685
50081,13553,39
50082,13553,55
50083,13554,39
50084,13555,100057
50085,13556,35
50086,13558,76
50087,13558,108686
50088,13559,35
50089,13560,39
50090,13560,35
50091,13561,73
50092,13561,39
50093,13561,42
50094,13562,55
50095,13563,35
50096,13563,39
50097,13564,35
50098,13565,55
50099,13568,108687
50100,13568,35
50101,13570,55
50102,13571,35
50103,13571,108688
50104,13572,35
50105,13573,35
50106,13573,39
50107,13575,55
50108,13576,76
50109,13577,55
50110,13577,100088
50111,13579,35
50112,13579,108689
50113,13581,42
50114,13582,100206
50115,13582,35
50116,13583,39
50117,13584,76
50118,13585,132
50119,13586,35
50120,13587,35
50121,13588,35
50122,13588,108690
50123,13590,59
50124,13590,35
50125,13593,53
50126,13594,35
50127,13595,55
50128,13596,35
50129,13597,35
50130,13597,265
50131,13597,201
50132,13597,276
50133,13597,100356
50134,13598,35
50135,13599,35
50136,13601,35
50137,13601,265
50138,13601,201
50139,13601,100356
50140,13601,276
50141,13603,35
50142,13603,42
50143,13604,35
50144,13604,39
50145,13605,53
50146,13607,35
50147,13608,39
50148,13609,35
50149,13609,39
50150,13610,73
50151,13610,39
50152,13610,42
50153,13610,101768
50154,13611,35
50155,13612,211
50156,13612,39
50157,13615,35
50158,13616,42
50159,13616,53
50160,13617,35
50161,13618,35
50162,13619,35
50163,13619,108718
50164,13620,53
50165,13620,108691
50166,13621,311
50167,13622,35
50168,13623,35
50169,13623,108717
50170,13624,35
50171,13625,39
50172,13625,42
50173,13626,35
50174,13627,39
50175,13628,35
50176,13628,108715
50177,13629,76
50178,13629,108632
50179,13630,39
50180,13632,152
50181,13634,35
50182,13635,463
50183,13636,35
50184,13637,35
50185,13637,265
50186,13637,201
50187,13637,276
50188,13637,100356
50189,13638,35
50190,13639,100455
50191,13639,100465
50192,13639,100464
50193,13639,42
50194,13640,35
50195,13641,35
50196,13642,76
50197,13642,35
50198,13643,55
50199,13643,128
50200,13645,76
50201,13646,35
50202,13647,35
50203,13648,35
50204,13649,53
50205,13650,35
50206,13652,55
50207,13652,35
50208,13653,42
50209,13654,108633
50210,13654,35
50211,13655,55
50212,13655,35
50213,13656,35
50214,13657,108634
50215,13657,100206
50216,13657,100472
50217,13657,76
50218,13659,108635
50219,13659,55
50220,13660,39
50221,13661,99987
50222,13661,108624
50223,13661,108636
50224,13661,53
50225,13661,108638
50226,13661,42
50227,13662,35
50228,13663,35
50229,13664,35
50230,13665,111
50231,13666,108639
50232,13666,35
50233,13667,108640
50234,13668,35
50235,13669,55
50236,13670,39
50237,13670,35
50238,13671,35
50239,13672,111
50240,13673,35
50241,13674,35
50242,13675,101
50243,13676,35
50244,13678,35
50245,13680,39
50246,13681,76
50247,13682,108641
50248,13682,35
50249,13682,100535
50250,13683,76
50251,13684,108642
50252,13684,108643
50253,13684,55
50254,13686,35
50255,13687,111
50256,13688,35
50257,13690,35
50258,13691,35
50259,13693,55
50260,13693,108644
50261,13694,35
50262,13694,108645
50263,13695,35
50264,13696,35
50265,13697,53
50266,13698,35
50267,13699,108646
50268,13699,35
50269,13699,100057
50270,13700,35
50271,13701,35
50272,13702,39
50273,13702,35
50274,13703,35
50275,13704,35
50276,13705,39
50277,13705,108647
50278,13705,108648
50279,13705,108677
50280,13705,108678
50281,13706,35
50282,13707,42
50283,13707,73
50284,13707,39
50285,13708,35
50286,13710,35
50287,13710,265
50288,13710,201
50289,13710,276
50290,13710,99811
50291,13711,35
50292,13712,248
50293,13712,101
50294,13712,108679
50295,13713,101739
50296,13713,35
50297,13714,463
50298,13715,35
50299,13716,100243
50300,13716,108693
50301,13716,132
50302,13717,76
50303,13718,35
50304,13719,101740
50305,13719,108709
50306,13719,101742
50307,13719,100680
50308,13719,108710
50309,13719,108711
50310,13719,108712
50311,13719,108713
50312,13719,108714
50313,13719,152
50314,13720,55
50315,13720,53
50316,13722,55
50317,13723,35
50318,13724,101739
50319,13724,35
50320,13726,76
50321,13726,35
50322,13727,35
50323,13727,108716
50324,13728,35
50325,13729,35
50326,13729,108692
50327,13730,35
50328,13731,35
50329,13732,35
50330,13733,211
50331,13733,35
50332,13734,35
50333,13735,35
50334,13735,108555
50335,13735,108694
50336,13737,132
50337,13738,35
50338,13739,111
50339,13740,35
50340,13741,108558
50341,13741,111
50342,13742,35
50343,13743,35
50344,13744,53
50345,13744,128
50346,13744,55
50347,13745,100277
50348,13745,111
50349,13745,39
50350,13745,238
50351,13746,99777
50352,13747,35
50353,13748,35
50354,13751,35
50355,13752,35
50356,13754,35
50357,13755,35
50358,13756,35
50359,13757,35
50360,13758,99901
50361,13759,35
50362,13760,39
50363,13761,76
50364,13762,35
50365,13763,35
50366,13764,35
50367,13765,35
50368,13766,35
50369,13768,35
50370,13768,265
50371,13768,201
50372,13768,99811
50373,13768,276
50374,13769,76
50375,13770,55
50376,13771,111
50377,13772,35
50378,13773,35
50379,13774,35
50380,13775,35
50381,13776,35
50382,13777,35
50383,13777,55
50384,13778,35
50385,13779,55
50386,13780,35
50387,13781,39
50388,13781,35
50389,13781,362
50390,13782,111
50391,13782,108559
50392,13783,35
50393,13784,445
50394,13784,35
50395,13785,35
50396,13786,35
50397,13787,55
50398,13788,108560
50399,13788,35
50400,13788,39
50401,13789,35
50402,13790,35
50403,13791,39
50404,13792,42
50405,13792,107
50406,13792,108561
50407,13792,139
50408,13793,35
50409,13794,35
50410,13794,201
50411,13794,276
50412,13794,312
50413,13794,405
50414,13795,35
50415,13796,42
50416,13796,39
50417,13797,39
50418,13798,35
50419,13799,311
50420,13799,108562
50421,13800,35
50422,13801,35
50423,13801,55
50424,13802,55
50425,13803,35
50426,13803,108563
50427,13804,35
50428,13805,39
50429,13806,35
50430,13807,35
50431,13809,35
50432,13811,35
50433,13812,35
50434,13812,39
50435,13813,35
50436,13814,39
50437,13815,35
50438,13816,35
50439,13817,35
50440,13818,35
50441,13819,42
50442,13820,35
50443,13820,39
50444,13821,55
50445,13824,55
50446,13825,55
50447,13825,108564
50448,13826,35
50449,13827,108553
50450,13828,35
50451,13829,35
50452,13829,76
50453,13829,108538
50454,13829,108525
50455,13830,108537
50456,13830,53
50457,13830,108513
50458,13830,100605
50459,13831,35
50460,13832,35
50461,13833,39
50462,13833,100183
50463,13834,35
50464,13834,362
50465,13835,39
50466,13836,111
50467,13837,35
50468,13838,463
50469,13840,35
50470,13840,108514
50471,13841,35
50472,13841,108515
50473,13842,35
50474,13843,39
50475,13844,108516
50476,13844,76
50477,13845,39
50478,13845,35
50479,13845,108517
50480,13845,108518
50481,13846,35
50482,13846,99716
50483,13846,295
50484,13847,108519
50485,13847,35
50486,13848,35
50487,13848,281
50488,13849,55
50489,13849,35
50490,13851,35
50491,13852,108520
50492,13852,35
50493,13853,35
50494,13855,35
50495,13855,39
50496,13857,76
50497,13858,76
50498,13859,35
50499,13859,350
50500,13860,35
50501,13861,388
50502,13863,35
50503,13863,265
50504,13863,99811
50505,13863,201
50506,13863,333
50507,13864,35
50508,13865,108521
50509,13865,108522
50510,13866,108523
50511,13866,35
50512,13867,152
50513,13868,35
50514,13869,111
50515,13870,35
50516,13871,55
50517,13872,108512
50518,13872,152
50519,13873,35
50520,13874,35
50521,13875,35
50522,13876,35
50523,13877,484
50524,13877,55
50525,13878,100419
50526,13880,152
50527,13881,108524
50528,13881,108526
50529,13881,395
50530,13881,211
50531,13881,39
50532,13881,108527
50533,13882,35
50534,13883,35
50535,13883,108528
50536,13884,35
50537,13885,108557
50538,13885,55
50539,13886,55
50540,13887,108529
50541,13887,108556
50542,13888,55
50543,13889,100358
50544,13889,39
50545,13890,35
50546,13891,35
50547,13892,35
50548,13892,39
50549,13893,55
50550,13893,281
50551,13893,102373
50552,13894,108554
50553,13894,108695
50554,13894,35
50555,13895,35
50556,13896,541
50557,13896,35
50558,13897,128
50559,13897,53
50560,13898,55
50561,13899,35
50562,13900,42
50563,13900,39
50564,13901,39
50565,13902,53
50566,13902,42
50567,13903,102376
50568,13903,108696
50569,13903,108697
50570,13903,35
50571,13904,55
50572,13905,35
50573,13906,39
50574,13907,35
50575,13908,100825
50576,13909,35
50577,13909,39
50578,13909,99848
50579,13910,108698
50580,13910,35
50581,13911,35
50582,13912,39
50583,13913,35
50584,13914,100629
50585,13915,108699
50586,13915,35
50587,13916,35
50588,13917,101
50589,13917,248
50590,13918,35
50591,13920,35
50592,13921,248
50593,13921,101
50594,13922,35
50595,13923,35
50596,13923,265
50597,13923,99811
50598,13923,201
50599,13923,333
50600,13924,35
50601,13924,39
50602,13925,111
50603,13926,108700
50604,13926,388
50605,13927,108701
50606,13927,108702
50607,13927,55
50608,13928,35
50609,13928,108703
50610,13929,35
50611,13929,102381
50612,13930,152
50613,13932,128
50614,13932,53
50615,13933,35
50616,13934,35
50617,13934,39
50618,13935,35
50619,13936,53
50620,13937,35
50621,13938,53
50622,13939,35
50623,13939,265
50624,13940,35
50625,13941,35
50626,13942,35
50627,13943,39
50628,13944,42
50629,13944,39
50630,13945,42
50631,13945,39
50632,13946,35
50633,13947,108704
50634,13947,248
50635,13947,108651
50636,13947,388
50637,13948,179
50638,13948,100939
50639,13949,35
50640,13950,39
50641,13950,35
50642,13952,108623
50643,13952,102382
50644,13952,42
50645,13952,108622
50646,13952,108621
50647,13952,108541
50648,13952,108542
50649,13953,35
50650,13953,108543
50651,13954,35
50652,13955,39
50653,13956,53
50654,13957,35
50655,13958,99902
50656,13958,73
50657,13958,39
50658,13958,100007
50659,13959,450
50660,13960,55
50661,13961,35
